community 0
order,index,name,u_value,percetage(%)
1,32,33,0.0289329996977,2.89329996977
2,49,50,0.0283815291643,2.83815291643
3,60,61,0.0264517426118,2.64517426118
4,58,59,0.026354995638,2.6354995638
5,59,60,0.0262195072876,2.62195072876
6,63,64,0.0261757203248,2.61757203248
7,33,34,0.0260603130087,2.60603130087
8,61,62,0.0259635451382,2.59635451382
9,55,56,0.0259067531804,2.59067531804
10,56,57,0.025743491281,2.5743491281
11,43,44,0.0257384862651,2.57384862651
12,34,35,0.0257266611254,2.57266611254
13,50,51,0.0256911509926,2.56911509926
14,62,63,0.025581923941,2.5581923941
15,36,37,0.0255563706428,2.55563706428
16,39,40,0.0255412834697,2.55412834697
17,46,47,0.0254924504441,2.54924504441
18,38,39,0.0253936110988,2.53936110988
19,47,48,0.0252981381101,2.52981381101
20,40,41,0.0252857162756,2.52857162756
21,45,46,0.0252405444038,2.52405444038
22,37,38,0.0252068104053,2.52068104053
23,51,52,0.0251891906264,2.51891906264
24,57,58,0.0251416713622,2.51416713622
25,52,53,0.0248648839781,2.48648839781
26,54,55,0.0248090405618,2.48090405618
27,53,54,0.024699688203,2.4699688203
28,48,49,0.0245818812556,2.45818812556
29,35,36,0.0244278810029,2.44278810029
30,42,43,0.024354642845,2.4354642845
31,41,42,0.0222872933118,2.22872933118
32,44,45,0.0221524949255,2.21524949255
33,99,100,0.0108431445492,1.08431445492
34,108,109,0.00834185119826,0.834185119826
35,5,6,0.00731678829656,0.731678829656
36,94,95,0.00712751406192,0.712751406192
37,105,106,0.00651174363301,0.651174363301
38,127,128,0.00634543021047,0.634543021047
39,84,85,0.00597599612338,0.597599612338
40,102,103,0.00578625418874,0.578625418874
41,13,14,0.00572385103547,0.572385103547
42,101,102,0.00506732695314,0.506732695314
43,119,120,0.00491856551411,0.491856551411
44,124,125,0.00471473013805,0.471473013805
45,104,105,0.00465776730458,0.465776730458
46,65,66,0.00463897730176,0.463897730176
47,123,124,0.00435295494129,0.435295494129
48,64,65,0.00383257563848,0.383257563848
49,73,74,0.00347503349758,0.347503349758
50,4,5,0.00329079222491,0.329079222491
51,111,112,0.00326947271788,0.326947271788
52,93,94,0.00315651977166,0.315651977166
53,29,30,0.00299132632718,0.299132632718
54,17,18,0.00296327209527,0.296327209527
55,115,116,0.00286516817586,0.286516817586
56,91,92,0.0028235934916,0.28235934916
57,71,72,0.00279695912471,0.279695912471
58,106,107,0.00277093535193,0.277093535193
59,87,88,0.00275966367064,0.275966367064
60,28,29,0.00273895087516,0.273895087516
61,70,71,0.00261987628151,0.261987628151
62,69,70,0.00259312367449,0.259312367449
63,8,9,0.00255801566913,0.255801566913
64,31,32,0.00249922038736,0.249922038736
65,30,31,0.00240580950074,0.240580950074
66,72,73,0.00239921494086,0.239921494086
67,0,1,0.00239762072973,0.239762072973
68,114,115,0.00235550973353,0.235550973353
69,10,11,0.0023288645588,0.23288645588
70,120,121,0.00229398210918,0.229398210918
71,83,84,0.00211190277266,0.211190277266
72,18,19,0.00206129036002,0.206129036002
73,112,113,0.00200196907741,0.200196907741
74,90,91,0.00198264127033,0.198264127033
75,107,108,0.00182206540802,0.182206540802
76,24,25,0.00176572184236,0.176572184236
77,122,123,0.0017624237193,0.17624237193
78,74,75,0.0017031414688,0.17031414688
79,109,110,0.00162580940636,0.162580940636
80,121,122,0.00158338258627,0.158338258627
81,82,83,0.00142446042492,0.142446042492
82,1,2,0.00134939228747,0.134939228747
83,16,17,0.00128273927751,0.128273927751
84,85,86,0.00111585286631,0.111585286631
85,110,111,0.00107921382407,0.107921382407
86,98,99,0.00098030534627,0.098030534627
87,95,96,0.000824567781481,0.0824567781481
88,22,23,0.000719457166132,0.0719457166132
89,21,22,0.000600229954009,0.0600229954009
90,20,21,0.000492163654758,0.0492163654758
91,77,78,0.000245476754176,0.0245476754176
92,116,117,0.000216955785934,0.0216955785934
93,125,126,0.000138809561151,0.0138809561151
94,113,114,6.34298844491e-05,0.00634298844491
95,100,101,4.1355466993e-05,0.0041355466993
96,15,16,2.37296181565e-05,0.00237296181565
97,2,3,1.36102282978e-05,0.00136102282978
98,89,90,6.91756746749e-06,0.000691756746749
99,66,67,9.78944320821e-08,9.78944320821e-06
100,11,12,5.54262424959e-08,5.54262424959e-06
101,80,81,1.2869694985e-08,1.2869694985e-06
102,78,79,6.92148311389e-09,6.92148311389e-07
103,19,20,2.3883573114e-09,2.3883573114e-07
104,86,87,3.68995562906e-10,3.68995562906e-08
105,68,69,1.91363209409e-10,1.91363209409e-08
106,12,13,1.08839468764e-12,1.08839468764e-10
107,67,68,1.75892616357e-13,1.75892616357e-11
108,6,7,4.70449534441e-14,4.70449534441e-12
109,27,28,5.87774536872e-16,5.87774536872e-14
110,88,89,2.57884478748e-16,2.57884478748e-14
111,76,77,4.32203730573e-18,4.32203730573e-16
112,25,26,2.4707486976e-20,2.4707486976e-18
113,96,97,2.38392341586e-20,2.38392341586e-18
114,7,8,4.73459215119e-21,4.73459215119e-19
115,81,82,2.18350702646e-21,2.18350702646e-19
116,3,4,2.03697027622e-21,2.03697027622e-19
117,103,104,5.10551314497e-24,5.10551314497e-22
118,117,118,1.78615454115e-25,1.78615454115e-23
119,97,98,3.2389160084e-26,3.2389160084e-24
120,118,119,1.0870839701e-35,1.0870839701e-33
121,79,80,5.12034309877e-36,5.12034309877e-34
122,75,76,3.67742180826e-37,3.67742180826e-35
123,26,27,8.64874630883e-39,8.64874630883e-37
124,126,127,5.90405098159e-40,5.90405098159e-38
125,92,93,8.00993331373e-42,8.00993331373e-40
126,23,24,4.37648287218e-46,4.37648287218e-44
127,9,10,1.17023673368e-49,1.17023673368e-47
128,14,15,8.34483155602e-56,8.34483155602e-54
community 1
order,index,name,u_value,percetage(%)
1,91,92,0.0264935425694,2.64935425694
2,85,86,0.0263032796908,2.63032796908
3,84,85,0.0261868752649,2.61868752649
4,89,90,0.0261665829951,2.61665829951
5,69,70,0.0261589039871,2.61589039871
6,95,96,0.0261456732848,2.61456732848
7,71,72,0.0260876007721,2.60876007721
8,88,89,0.0260451040358,2.60451040358
9,72,73,0.025958052472,2.5958052472
10,73,74,0.0259523429154,2.59523429154
11,94,95,0.0259464269955,2.59464269955
12,70,71,0.0259029627328,2.59029627328
13,93,94,0.0258972861522,2.58972861522
14,74,75,0.0258274899671,2.58274899671
15,80,81,0.0257630537236,2.57630537236
16,76,77,0.0257583031773,2.57583031773
17,90,91,0.0255703968222,2.55703968222
18,87,88,0.0254908631175,2.54908631175
19,81,82,0.0254125457597,2.54125457597
20,92,93,0.0254015843235,2.54015843235
21,79,80,0.0253617532746,2.53617532746
22,82,83,0.0253581063414,2.53581063414
23,86,87,0.0253147696759,2.53147696759
24,64,65,0.0252266023873,2.52266023873
25,67,68,0.0252005909526,2.52005909526
26,68,69,0.0251623128776,2.51623128776
27,75,76,0.0251611949495,2.51611949495
28,78,79,0.0251539219567,2.51539219567
29,77,78,0.0250381854296,2.50381854296
30,83,84,0.0249259103898,2.49259103898
31,65,66,0.0247013460551,2.47013460551
32,66,67,0.0241159310438,2.41159310438
33,42,43,0.00909403416895,0.909403416895
34,103,104,0.00724564106643,0.724564106643
35,41,42,0.00649913883874,0.649913883874
36,53,54,0.0059838121937,0.59838121937
37,62,63,0.00592315267705,0.592315267705
38,55,56,0.00525433113308,0.525433113308
39,45,46,0.00523769647819,0.523769647819
40,52,53,0.00503126346853,0.503126346853
41,6,7,0.00490161604784,0.490161604784
42,112,113,0.00486233341138,0.486233341138
43,96,97,0.00482382385203,0.482382385203
44,118,119,0.00465249641596,0.465249641596
45,113,114,0.00460064783417,0.460064783417
46,2,3,0.00453244380821,0.453244380821
47,26,27,0.00442113467506,0.442113467506
48,25,26,0.00437780549191,0.437780549191
49,23,24,0.00434420746996,0.434420746996
50,46,47,0.00416983776389,0.416983776389
51,126,127,0.00416882022794,0.416882022794
52,14,15,0.0041331857245,0.41331857245
53,21,22,0.00403910578524,0.403910578524
54,1,2,0.00402195985718,0.402195985718
55,15,16,0.0039127097559,0.39127097559
56,3,4,0.0035952906629,0.35952906629
57,51,52,0.00300164632373,0.300164632373
58,5,6,0.00280665463586,0.280665463586
59,35,36,0.00265891257944,0.265891257944
60,59,60,0.00259082846927,0.259082846927
61,8,9,0.00256966272915,0.256966272915
62,56,57,0.00255819542554,0.255819542554
63,58,59,0.00250862852577,0.250862852577
64,124,125,0.0024357055567,0.24357055567
65,7,8,0.0024347384869,0.24347384869
66,110,111,0.00229979672453,0.229979672453
67,97,98,0.00223500480691,0.223500480691
68,116,117,0.00223030366316,0.223030366316
69,117,118,0.00211628182469,0.211628182469
70,60,61,0.00200633296235,0.200633296235
71,0,1,0.00196688227882,0.196688227882
72,19,20,0.00195244096315,0.195244096315
73,98,99,0.0019337480272,0.19337480272
74,54,55,0.00191554922388,0.191554922388
75,16,17,0.00182641633847,0.182641633847
76,29,30,0.00171392819516,0.171392819516
77,27,28,0.0016435487544,0.16435487544
78,121,122,0.00158283993152,0.158283993152
79,39,40,0.00155511552489,0.155511552489
80,119,120,0.00154377233629,0.154377233629
81,125,126,0.00147151824428,0.147151824428
82,13,14,0.00138116507302,0.138116507302
83,32,33,0.0012822937537,0.12822937537
84,20,21,0.00126524498389,0.126524498389
85,12,13,0.00122438064527,0.122438064527
86,63,64,0.000740632787036,0.0740632787036
87,106,107,0.000577664667001,0.0577664667001
88,24,25,0.000480907751354,0.0480907751354
89,22,23,0.000153103718207,0.0153103718207
90,47,48,9.21150045406e-05,0.00921150045406
91,101,102,8.51689220838e-05,0.00851689220838
92,38,39,5.83545209256e-05,0.00583545209256
93,11,12,3.13344073572e-05,0.00313344073572
94,9,10,2.93117291354e-05,0.00293117291354
95,28,29,1.50284644422e-05,0.00150284644422
96,40,41,3.89055008e-06,0.000389055008
97,104,105,3.24650057519e-06,0.000324650057519
98,50,51,1.64620953217e-06,0.000164620953217
99,30,31,5.30742961618e-08,5.30742961618e-06
100,43,44,1.80746478749e-08,1.80746478749e-06
101,49,50,1.19748732993e-09,1.19748732993e-07
102,115,116,4.54580096932e-10,4.54580096932e-08
103,37,38,5.22918824067e-11,5.22918824067e-09
104,18,19,2.31502077221e-11,2.31502077221e-09
105,48,49,1.7591304652e-12,1.7591304652e-10
106,123,124,1.90901024496e-13,1.90901024496e-11
107,114,115,1.18966288897e-13,1.18966288897e-11
108,105,106,2.92154311163e-14,2.92154311163e-12
109,122,123,1.90630252998e-15,1.90630252998e-13
110,61,62,1.7843761281e-15,1.7843761281e-13
111,108,109,2.15749631829e-16,2.15749631829e-14
112,102,103,1.34088189489e-16,1.34088189489e-14
113,44,45,6.60008150253e-19,6.60008150253e-17
114,109,110,9.07506028106e-20,9.07506028106e-18
115,4,5,2.40069632417e-20,2.40069632417e-18
116,17,18,3.32232539236e-21,3.32232539236e-19
117,36,37,1.92192291708e-21,1.92192291708e-19
118,34,35,3.08175017137e-22,3.08175017137e-20
119,57,58,1.72720501916e-27,1.72720501916e-25
120,10,11,1.67557886166e-27,1.67557886166e-25
121,127,128,3.15257522073e-30,3.15257522073e-28
122,33,34,8.44848070599e-32,8.44848070599e-30
123,100,101,3.09364894631e-35,3.09364894631e-33
124,120,121,2.57004142467e-37,2.57004142467e-35
125,31,32,5.06524433262e-50,5.06524433262e-48
126,111,112,3.74489458091e-55,3.74489458091e-53
127,107,108,1.50650988043e-56,1.50650988043e-54
128,99,100,1.02656442654e-56,1.02656442654e-54
community 2
order,index,name,u_value,percetage(%)
1,115,116,0.0288194014177,2.88194014177
2,105,106,0.0275861571065,2.75861571065
3,106,107,0.026606706845,2.6606706845
4,118,119,0.0263542444508,2.63542444508
5,121,122,0.0262639721071,2.62639721071
6,123,124,0.0260637913087,2.60637913087
7,102,103,0.0260500114224,2.60500114224
8,117,118,0.0260332175906,2.60332175906
9,112,113,0.0259087393007,2.59087393007
10,97,98,0.0258267212711,2.58267212711
11,113,114,0.0257048083986,2.57048083986
12,103,104,0.0256604253161,2.56604253161
13,124,125,0.0256055907883,2.56055907883
14,126,127,0.0255639034333,2.55639034333
15,98,99,0.0255602475158,2.55602475158
16,120,121,0.0255582440168,2.55582440168
17,119,120,0.0254802255996,2.54802255996
18,107,108,0.0254613775712,2.54613775712
19,114,115,0.0253086973966,2.53086973966
20,96,97,0.0252973109958,2.52973109958
21,116,117,0.025181369,2.5181369
22,125,126,0.0251774080405,2.51774080405
23,104,105,0.0251553515719,2.51553515719
24,110,111,0.0250541720802,2.50541720802
25,127,128,0.0250399546363,2.50399546363
26,109,110,0.0249324944373,2.49324944373
27,111,112,0.0248562490683,2.48562490683
28,100,101,0.0246063447713,2.46063447713
29,101,102,0.0244765769736,2.44765769736
30,108,109,0.0239070637778,2.39070637778
31,99,100,0.0233043692936,2.33043692936
32,122,123,0.0209390750491,2.09390750491
33,66,67,0.00898622989458,0.898622989458
34,79,80,0.00717985947985,0.717985947985
35,76,77,0.00682698119828,0.682698119828
36,9,10,0.0064968708973,0.64968708973
37,95,96,0.00631381899696,0.631381899696
38,38,39,0.00593419452301,0.593419452301
39,10,11,0.00589673600654,0.589673600654
40,35,36,0.00538746141944,0.538746141944
41,47,48,0.00505304398772,0.505304398772
42,39,40,0.0050148086882,0.50148086882
43,31,32,0.00479650718085,0.479650718085
44,86,87,0.0047792686632,0.47792686632
45,82,83,0.00461471770549,0.461471770549
46,11,12,0.00452467536492,0.452467536492
47,12,13,0.00428514131577,0.428514131577
48,74,75,0.00417057583585,0.417057583585
49,93,94,0.00376028975861,0.376028975861
50,22,23,0.00372969657967,0.372969657967
51,17,18,0.00362595021579,0.362595021579
52,26,27,0.0035732731504,0.35732731504
53,28,29,0.00356374674463,0.356374674463
54,92,93,0.0033587613243,0.33587613243
55,33,34,0.00326790041889,0.326790041889
56,70,71,0.0032185521136,0.32185521136
57,61,62,0.00303736698085,0.303736698085
58,69,70,0.00274954638845,0.274954638845
59,72,73,0.00273440314678,0.273440314678
60,51,52,0.00269758104232,0.269758104232
61,4,5,0.0025778213361,0.25778213361
62,19,20,0.00245404481359,0.245404481359
63,3,4,0.00243882559128,0.243882559128
64,20,21,0.00239274849725,0.239274849725
65,64,65,0.00237032263345,0.237032263345
66,89,90,0.00235879913698,0.235879913698
67,7,8,0.00235086084284,0.235086084284
68,45,46,0.00224015373462,0.224015373462
69,52,53,0.00222345230526,0.222345230526
70,78,79,0.00220595282893,0.220595282893
71,24,25,0.00212381113087,0.212381113087
72,65,66,0.00211387539948,0.211387539948
73,30,31,0.00210071824663,0.210071824663
74,27,28,0.00209337306815,0.209337306815
75,18,19,0.00199602675556,0.199602675556
76,36,37,0.00198554438883,0.198554438883
77,43,44,0.00198550649173,0.198550649173
78,46,47,0.00188766880057,0.188766880057
79,48,49,0.00185888544208,0.185888544208
80,80,81,0.00183713755565,0.183713755565
81,37,38,0.00168474240287,0.168474240287
82,49,50,0.00148018980712,0.148018980712
83,23,24,0.00146671608877,0.146671608877
84,60,61,0.00143823758696,0.143823758696
85,54,55,0.00133684561591,0.133684561591
86,44,45,0.00133215147119,0.133215147119
87,85,86,0.00116466043051,0.116466043051
88,63,64,0.00112561409407,0.112561409407
89,77,78,0.000739232540989,0.0739232540989
90,68,69,0.000626264825908,0.0626264825908
91,57,58,0.000608684145718,0.0608684145718
92,75,76,0.000353658399792,0.0353658399792
93,87,88,6.68776898968e-05,0.00668776898968
94,62,63,4.2057488484e-05,0.0042057488484
95,88,89,1.38655447321e-05,0.00138655447321
96,16,17,1.30686061773e-06,0.000130686061773
97,6,7,6.23635815951e-07,6.23635815951e-05
98,0,1,2.36888359427e-07,2.36888359427e-05
99,59,60,2.11505494975e-07,2.11505494975e-05
100,29,30,8.11696190982e-08,8.11696190982e-06
101,40,41,3.05256381491e-08,3.05256381491e-06
102,8,9,5.64891304938e-10,5.64891304938e-08
103,71,72,1.31301873568e-10,1.31301873568e-08
104,21,22,4.93482171147e-12,4.93482171147e-10
105,25,26,3.72416322855e-12,3.72416322855e-10
106,91,92,1.21650153312e-12,1.21650153312e-10
107,2,3,8.3578325648e-13,8.3578325648e-11
108,15,16,3.23190971323e-14,3.23190971323e-12
109,53,54,3.67280536208e-16,3.67280536208e-14
110,84,85,3.14312382277e-17,3.14312382277e-15
111,58,59,1.51811444826e-17,1.51811444826e-15
112,83,84,4.66690726117e-18,4.66690726117e-16
113,56,57,1.11591714801e-19,1.11591714801e-17
114,32,33,3.8624787937e-24,3.8624787937e-22
115,34,35,2.4026896521e-25,2.4026896521e-23
116,67,68,1.55523820174e-26,1.55523820174e-24
117,41,42,1.02051846024e-26,1.02051846024e-24
118,55,56,1.00728648712e-26,1.00728648712e-24
119,81,82,1.78312253365e-27,1.78312253365e-25
120,90,91,4.74210584656e-29,4.74210584656e-27
121,14,15,2.93415263488e-34,2.93415263488e-32
122,1,2,7.78411389765e-36,7.78411389765e-34
123,5,6,1.11493585259e-37,1.11493585259e-35
124,94,95,9.34824059551e-40,9.34824059551e-38
125,73,74,8.76794485403e-42,8.76794485403e-40
126,13,14,3.39454560507e-46,3.39454560507e-44
127,50,51,3.71878839787e-53,3.71878839787e-51
128,42,43,1.14868957169e-55,1.14868957169e-53
community 3
order,index,name,u_value,percetage(%)
1,12,13,0.0279283225156,2.79283225156
2,23,24,0.026962484372,2.6962484372
3,25,26,0.025990494686,2.5990494686
4,27,28,0.025990380792,2.5990380792
5,15,16,0.0259079126095,2.59079126095
6,18,19,0.0257657617094,2.57657617094
7,16,17,0.0256350708222,2.56350708222
8,20,21,0.0255777453915,2.55777453915
9,21,22,0.0253067517121,2.53067517121
10,24,25,0.0252567214322,2.52567214322
11,28,29,0.0251515423821,2.51515423821
12,1,2,0.0251291400789,2.51291400789
13,30,31,0.0249627146575,2.49627146575
14,4,5,0.0248754951625,2.48754951625
15,11,12,0.0248393204204,2.48393204204
16,0,1,0.0248325465918,2.48325465918
17,29,30,0.0248293325673,2.48293325673
18,2,3,0.0247940041237,2.47940041237
19,7,8,0.0247908460121,2.47908460121
20,19,20,0.0247892181597,2.47892181597
21,6,7,0.0247049074365,2.47049074365
22,31,32,0.0246001516795,2.46001516795
23,22,23,0.0245495569235,2.45495569235
24,14,15,0.0243389167493,2.43389167493
25,8,9,0.0243298138921,2.43298138921
26,9,10,0.0243169603745,2.43169603745
27,13,14,0.0242836990887,2.42836990887
28,17,18,0.023847185698,2.3847185698
29,3,4,0.0235098103779,2.35098103779
30,26,27,0.0227964700235,2.27964700235
31,10,11,0.0227541212417,2.27541212417
32,5,6,0.0193702766013,1.93702766013
33,81,82,0.00765751851701,0.765751851701
34,100,101,0.00720135447696,0.720135447696
35,67,68,0.00713511152322,0.713511152322
36,48,49,0.00669245467682,0.669245467682
37,78,79,0.00595938277831,0.595938277831
38,57,58,0.00553869210638,0.553869210638
39,88,89,0.00540607366308,0.540607366308
40,34,35,0.00523389069131,0.523389069131
41,107,108,0.00516762140411,0.516762140411
42,90,91,0.00508082411895,0.508082411895
43,126,127,0.00503739269478,0.503739269478
44,68,69,0.00488154067884,0.488154067884
45,75,76,0.00463754045831,0.463754045831
46,120,121,0.00461869797427,0.461869797427
47,109,110,0.0045106636965,0.45106636965
48,89,90,0.00447267989959,0.447267989959
49,122,123,0.00428367102475,0.428367102475
50,77,78,0.00427048806881,0.427048806881
51,97,98,0.00426970971445,0.426970971445
52,83,84,0.00417626022065,0.417626022065
53,117,118,0.00403860284344,0.403860284344
54,80,81,0.00391074069212,0.391074069212
55,125,126,0.00390254992428,0.390254992428
56,36,37,0.00387903703189,0.387903703189
57,111,112,0.00379117449293,0.379117449293
58,92,93,0.00375505374166,0.375505374166
59,37,38,0.00363827612758,0.363827612758
60,44,45,0.00362550509403,0.362550509403
61,43,44,0.00347182181708,0.347182181708
62,73,74,0.00340921432611,0.340921432611
63,56,57,0.00327326844346,0.327326844346
64,86,87,0.00322703811888,0.322703811888
65,32,33,0.00310684526709,0.310684526709
66,114,115,0.00300372532298,0.300372532298
67,116,117,0.00289295573841,0.289295573841
68,58,59,0.00279769379535,0.279769379535
69,63,64,0.00273659314281,0.273659314281
70,91,92,0.00260377803395,0.260377803395
71,49,50,0.00257960259921,0.257960259921
72,85,86,0.00255195447277,0.255195447277
73,33,34,0.00253863439776,0.253863439776
74,53,54,0.00251861574189,0.251861574189
75,61,62,0.00247016538737,0.247016538737
76,87,88,0.00239089141564,0.239089141564
77,71,72,0.00220199301246,0.220199301246
78,55,56,0.00219340731333,0.219340731333
79,54,55,0.00213594419354,0.213594419354
80,98,99,0.00196809288736,0.196809288736
81,59,60,0.00193924892991,0.193924892991
82,110,111,0.00192649202219,0.192649202219
83,96,97,0.00189648273403,0.189648273403
84,121,122,0.00186631222972,0.186631222972
85,118,119,0.0017874565766,0.17874565766
86,106,107,0.00106737871581,0.106737871581
87,41,42,0.000896326740689,0.0896326740689
88,108,109,0.000848161610579,0.0848161610579
89,115,116,0.000815885998423,0.0815885998423
90,60,61,0.000750641124834,0.0750641124834
91,101,102,0.000704422450616,0.0704422450616
92,123,124,0.000554912297498,0.0554912297498
93,104,105,0.000499354305903,0.0499354305903
94,112,113,0.000451523840102,0.0451523840102
95,113,114,0.000346314349837,0.0346314349837
96,102,103,3.97557263896e-05,0.00397557263896
97,127,128,3.64621790049e-05,0.00364621790049
98,94,95,4.49433868822e-06,0.000449433868822
99,42,43,2.180828748e-06,0.0002180828748
100,47,48,1.85097456368e-06,0.000185097456368
101,51,52,1.56771197961e-06,0.000156771197961
102,84,85,2.90217262186e-07,2.90217262186e-05
103,103,104,6.40481639518e-08,6.40481639518e-06
104,46,47,4.92275203816e-13,4.92275203816e-11
105,65,66,3.64921959562e-13,3.64921959562e-11
106,79,80,1.94293907649e-13,1.94293907649e-11
107,64,65,7.8963464097e-14,7.8963464097e-12
108,76,77,2.52013876786e-15,2.52013876786e-13
109,72,73,7.35246036216e-16,7.35246036216e-14
110,82,83,5.4855571477e-16,5.4855571477e-14
111,52,53,9.73289086935e-19,9.73289086935e-17
112,105,106,1.23406067643e-19,1.23406067643e-17
113,70,71,3.19434327295e-20,3.19434327295e-18
114,69,70,1.08188838502e-20,1.08188838502e-18
115,38,39,6.41827928248e-21,6.41827928248e-19
116,62,63,9.32836845377e-22,9.32836845377e-20
117,74,75,9.92981908895e-24,9.92981908895e-22
118,50,51,4.95326967835e-27,4.95326967835e-25
119,99,100,1.08933612772e-28,1.08933612772e-26
120,40,41,3.86814985767e-29,3.86814985767e-27
121,35,36,1.34683712443e-30,1.34683712443e-28
122,119,120,1.49989384112e-31,1.49989384112e-29
123,93,94,1.06897618522e-33,1.06897618522e-31
124,39,40,4.63574153029e-34,4.63574153029e-32
125,124,125,5.63573571413e-35,5.63573571413e-33
126,45,46,3.38479491631e-39,3.38479491631e-37
127,95,96,2.30442617993e-40,2.30442617993e-38
128,66,67,2.84241111152e-48,2.84241111152e-46
