community 0
order,index,name,u_value,percetage(%)
1,89,90,0.0281230354093,2.81230354093
2,121,122,0.0274889008284,2.74889008284
3,118,119,0.0274286855131,2.74286855131
4,62,63,0.0270128259424,2.70128259424
5,117,118,0.0269773461043,2.69773461043
6,28,29,0.0262018686599,2.62018686599
7,115,116,0.0260648566496,2.60648566496
8,106,107,0.0257929010182,2.57929010182
9,116,117,0.0255489584543,2.55489584543
10,60,61,0.025417601418,2.5417601418
11,86,87,0.0253571928169,2.53571928169
12,126,127,0.0253298121338,2.53298121338
13,98,99,0.025230160209,2.5230160209
14,101,102,0.0252210647771,2.52210647771
15,122,123,0.0252106025431,2.52106025431
16,112,113,0.0248856376156,2.48856376156
17,49,50,0.0247003858348,2.47003858348
18,111,112,0.0244978868392,2.44978868392
19,124,125,0.0244961128899,2.44961128899
20,103,104,0.0244768506247,2.44768506247
21,104,105,0.0243504477157,2.43504477157
22,74,75,0.023836174162,2.3836174162
23,96,97,0.0233905645615,2.33905645615
24,120,121,0.0228473618778,2.28473618778
25,90,91,0.0215265032796,2.15265032796
26,30,31,0.0209621042328,2.09621042328
27,46,47,0.0202169901948,2.02169901948
28,91,92,0.0185696266868,1.85696266868
29,108,109,0.0179152729322,1.79152729322
30,80,81,0.0159469319104,1.59469319104
31,113,114,0.0153884709872,1.53884709872
32,105,106,0.0144419940641,1.44419940641
33,123,124,0.0136745853998,1.36745853998
34,26,27,0.0116115291724,1.16115291724
35,84,85,0.00775446480476,0.775446480476
36,110,111,0.00709252205043,0.709252205043
37,34,35,0.00641347632918,0.641347632918
38,36,37,0.00625005729655,0.625005729655
39,8,9,0.00624564127975,0.624564127975
40,107,108,0.00607202540686,0.607202540686
41,76,77,0.00595552013876,0.595552013876
42,119,120,0.00591919551629,0.591919551629
43,82,83,0.00567553306713,0.567553306713
44,97,98,0.0053130851275,0.53130851275
45,1,2,0.00526599971443,0.526599971443
46,29,30,0.00502051594403,0.502051594403
47,54,55,0.00501044857814,0.501044857814
48,102,103,0.00488524104984,0.488524104984
49,92,93,0.00467801080273,0.467801080273
50,14,15,0.00439058216246,0.439058216246
51,33,34,0.00400260250002,0.400260250002
52,37,38,0.0036466250207,0.36466250207
53,66,67,0.00363318881355,0.363318881355
54,48,49,0.00354041429047,0.354041429047
55,32,33,0.00353847016976,0.353847016976
56,50,51,0.00340564527136,0.340564527136
57,59,60,0.00333530535135,0.333530535135
58,38,39,0.00320723150276,0.320723150276
59,16,17,0.00305430684865,0.305430684865
60,55,56,0.00299217490324,0.299217490324
61,88,89,0.00295882930909,0.295882930909
62,7,8,0.00289625647877,0.289625647877
63,52,53,0.00288374866104,0.288374866104
64,41,42,0.00283848513736,0.283848513736
65,73,74,0.0028293837635,0.28293837635
66,53,54,0.00281422205421,0.281422205421
67,19,20,0.00279283743207,0.279283743207
68,125,126,0.00277254336416,0.277254336416
69,63,64,0.00276189624931,0.276189624931
