community 0
order,index,name,u_value,percetage(%)
1,75,76,0.0277566119939,2.77566119939
2,89,90,0.0267054092988,2.67054092988
3,64,65,0.0265204474088,2.65204474088
4,91,92,0.0264081685563,2.64081685563
5,81,82,0.0261891510042,2.61891510042
6,68,69,0.0260008219396,2.60008219396
7,78,79,0.0259843197016,2.59843197016
8,83,84,0.0259795231968,2.59795231968
9,69,70,0.0259743399122,2.59743399122
10,90,91,0.0259576441024,2.59576441024
11,85,86,0.025826003824,2.5826003824
12,87,88,0.0258010716687,2.58010716687
13,94,95,0.0257225305685,2.57225305685
14,79,80,0.0256583361016,2.56583361016
15,66,67,0.0256338041829,2.56338041829
16,95,96,0.0255688851865,2.55688851865
17,80,81,0.025547166728,2.5547166728
18,77,78,0.025357750437,2.5357750437
19,72,73,0.0252211619689,2.52211619689
20,93,94,0.0250471795074,2.50471795074
21,92,93,0.0249270097777,2.49270097777
22,71,72,0.0249180019165,2.49180019165
23,88,89,0.0247454634359,2.47454634359
24,70,71,0.0247185299941,2.47185299941
25,76,77,0.024425649059,2.4425649059
26,65,66,0.0241665805672,2.41665805672
27,84,85,0.0233627817769,2.33627817769
28,113,114,0.0210678549744,2.10678549744
29,22,23,0.0176569177758,1.76569177758
30,51,52,0.0150039115269,1.50039115269
31,117,118,0.0141089984828,1.41089984828
32,82,83,0.0139509825281,1.39509825281
33,74,75,0.0130899621724,1.30899621724
34,20,21,0.0125284339498,1.25284339498
35,86,87,0.00807854290238,0.807854290238
36,73,74,0.00734932313116,0.734932313116
37,67,68,0.00571051762003,0.571051762003
38,34,35,0.00567063014576,0.567063014576
39,48,49,0.00542544258106,0.542544258106
40,98,99,0.00526167989116,0.526167989116
41,62,63,0.00498145379288,0.498145379288
42,96,97,0.00490560020578,0.490560020578
43,35,36,0.00483546988757,0.483546988757
44,58,59,0.00463641898214,0.463641898214
45,101,102,0.00458429605699,0.458429605699
46,54,55,0.00443714406609,0.443714406609
47,107,108,0.00433426203053,0.433426203053
48,97,98,0.00432591335741,0.432591335741
49,63,64,0.0042719039359,0.42719039359
50,53,54,0.00423570364133,0.423570364133
51,104,105,0.00396211162686,0.396211162686
52,29,30,0.00378685158514,0.378685158514
53,103,104,0.00370741614378,0.370741614378
54,55,56,0.00367318400083,0.367318400083
55,32,33,0.00365707685922,0.365707685922
56,118,119,0.00365679818481,0.365679818481
57,47,48,0.00354597900598,0.354597900598
58,112,113,0.00353535163737,0.353535163737
59,44,45,0.00352223914489,0.352223914489
60,122,123,0.00322737037707,0.322737037707
61,13,14,0.00321143046263,0.321143046263
62,27,28,0.00312115174945,0.312115174945
63,57,58,0.00292877277916,0.292877277916
64,59,60,0.00290875363366,0.290875363366
65,126,127,0.00280317735412,0.280317735412
66,52,53,0.00279380613365,0.279380613365
67,106,107,0.00266106006431,0.266106006431
68,42,43,0.00264396325093,0.264396325093
69,33,34,0.00250225217063,0.250225217063
70,105,106,0.00243823671359,0.243823671359
71,120,121,0.00238435465487,0.238435465487
72,6,7,0.00234661412722,0.234661412722
73,125,126,0.00234265927119,0.234265927119
74,49,50,0.00225804367788,0.225804367788
75,102,103,0.0022535292148,0.22535292148
76,61,62,0.00225227906726,0.225227906726
77,121,122,0.00209801366391,0.209801366391
78,11,12,0.0020293627544,0.20293627544
79,23,24,0.0019754647673,0.19754647673
80,127,128,0.00189643325728,0.189643325728
81,25,26,0.00181422269737,0.181422269737
82,17,18,0.00179840916239,0.179840916239
83,19,20,0.00178271606433,0.178271606433
84,56,57,0.00177626379283,0.177626379283
85,100,101,0.00176517527924,0.176517527924
86,28,29,0.00169537880534,0.169537880534
87,43,44,0.00168915484249,0.168915484249
88,115,116,0.00167221567632,0.167221567632
89,0,1,0.00165220762717,0.165220762717
90,37,38,0.00151145521799,0.151145521799
91,114,115,0.00144620231194,0.144620231194
92,7,8,0.00129728063693,0.129728063693
93,2,3,0.00123826607392,0.123826607392
94,45,46,0.00116637120014,0.116637120014
95,30,31,0.00113049112209,0.113049112209
96,108,109,0.0011138935483,0.11138935483
97,36,37,0.00103599326082,0.103599326082
98,46,47,0.00091710333787,0.091710333787
99,40,41,0.000856623164511,0.0856623164511
100,110,111,0.000855904051943,0.0855904051943
101,116,117,0.000818050995558,0.0818050995558
102,41,42,0.000751061209687,0.0751061209687
103,16,17,0.000640500561523,0.0640500561523
104,14,15,0.000640175406633,0.0640175406633
105,123,124,0.000551470237118,0.0551470237118
106,124,125,0.000526148279972,0.0526148279972
107,109,110,0.000311720706453,0.0311720706453
108,39,40,0.000302296880311,0.0302296880311
109,5,6,0.000265556940713,0.0265556940713
110,38,39,0.000251197176451,0.0251197176451
111,119,120,2.68696134595e-05,0.00268696134595
112,12,13,9.84178900164e-08,9.84178900164e-06
113,26,27,6.32089947007e-08,6.32089947007e-06
114,50,51,1.24440881579e-08,1.24440881579e-06
115,111,112,2.560877545e-09,2.560877545e-07
116,4,5,1.57499041589e-09,1.57499041589e-07
117,60,61,6.9490284995e-10,6.9490284995e-08
118,31,32,2.19534991499e-10,2.19534991499e-08
119,1,2,1.87542874209e-10,1.87542874209e-08
120,24,25,1.79729313196e-11,1.79729313196e-09
121,15,16,1.42156772078e-12,1.42156772078e-10
122,99,100,8.84314309028e-13,8.84314309028e-11
123,8,9,6.05517228532e-13,6.05517228532e-11
124,3,4,2.83774824353e-13,2.83774824353e-11
125,18,19,2.60784749681e-14,2.60784749681e-12
126,9,10,8.24160562273e-15,8.24160562273e-13
127,21,22,6.15837545329e-22,6.15837545329e-20
128,10,11,7.47196062451e-27,7.47196062451e-25
community 1
order,index,name,u_value,percetage(%)
1,114,115,0.0270364214908,2.70364214908
2,103,104,0.0264513783138,2.64513783138
3,109,110,0.02622037456,2.622037456
4,112,113,0.0262169148087,2.62169148087
5,119,120,0.0261507175182,2.61507175182
6,96,97,0.0260261005384,2.60261005384
7,110,111,0.0259571872777,2.59571872777
8,127,128,0.0258809200022,2.58809200022
9,118,119,0.0258189652047,2.58189652047
10,97,98,0.0255289217418,2.55289217418
11,121,122,0.0252757144322,2.52757144322
12,125,126,0.0251147203306,2.51147203306
13,120,121,0.02508821683,2.508821683
14,123,124,0.0250863293749,2.50863293749
15,111,112,0.0249901993469,2.49901993469
16,115,116,0.0249300181259,2.49300181259
17,126,127,0.0249278334332,2.49278334332
18,116,117,0.024624138163,2.4624138163
19,104,105,0.0246068264854,2.46068264854
20,105,106,0.0245816339101,2.45816339101
21,102,103,0.0245600229493,2.45600229493
22,106,107,0.0245253013019,2.45253013019
23,108,109,0.0243724434946,2.43724434946
24,124,125,0.0241765476807,2.41765476807
25,107,108,0.0239302715325,2.39302715325
26,122,123,0.0237471315914,2.37471315914
27,101,102,0.0232278035507,2.32278035507
28,86,87,0.0204657987986,2.04657987986
29,60,61,0.0199332115888,1.99332115888
30,54,55,0.0141355891875,1.41355891875
31,28,29,0.0136669708099,1.36669708099
32,98,99,0.012936158098,1.2936158098
33,82,83,0.01234619363,1.234619363
34,117,118,0.012180008858,1.2180008858
35,99,100,0.00974770196925,0.974770196925
