community 0
order,index,name,u_value,percetage(%)
1,4,5,0.0263867263417,2.63867263417
2,7,8,0.0262810306815,2.62810306815
3,16,17,0.0261699136582,2.61699136582
4,27,28,0.0261444716363,2.61444716363
5,25,26,0.0258261507569,2.58261507569
6,15,16,0.0257422080509,2.57422080509
7,2,3,0.0256658472005,2.56658472005
8,18,19,0.0256002438649,2.56002438649
9,6,7,0.0255710381663,2.55710381663
10,23,24,0.025477764484,2.5477764484
11,24,25,0.0254463167565,2.54463167565
12,3,4,0.0253732675124,2.53732675124
13,10,11,0.0253709606929,2.53709606929
14,8,9,0.0253153701406,2.53153701406
15,26,27,0.025219800454,2.5219800454
16,67,68,0.0251242463426,2.51242463426
17,13,14,0.0250860595909,2.50860595909
18,0,1,0.0249128501195,2.49128501195
19,30,31,0.0247934329047,2.47934329047
20,21,22,0.0247608348947,2.47608348947
21,99,100,0.0246206922921,2.46206922921
22,5,6,0.024439861778,2.4439861778
23,9,10,0.0243807472848,2.43807472848
24,12,13,0.0243137735743,2.43137735743
25,14,15,0.0240458348892,2.40458348892
26,46,47,0.0238185838537,2.38185838537
27,58,59,0.0225394188952,2.25394188952
28,20,21,0.0209020004949,2.09020004949
29,1,2,0.0204041562502,2.04041562502
30,51,52,0.0143664578906,1.43664578906
31,47,48,0.0143402707697,1.43402707697
32,82,83,0.0133435214436,1.33435214436
33,31,32,0.0133384287234,1.33384287234
34,17,18,0.0126080297697,1.26080297697
35,105,106,0.00935379182749,0.935379182749
36,19,20,0.00768097899549,0.768097899549
37,29,30,0.00636928410639,0.636928410639
38,80,81,0.00513384258964,0.513384258964
39,28,29,0.00505523720712,0.505523720712
40,62,63,0.00503892922273,0.503892922273
41,109,110,0.00489005755751,0.489005755751
42,95,96,0.00478660600906,0.478660600906
43,49,50,0.00474355070179,0.474355070179
44,83,84,0.00419683925513,0.419683925513
45,53,54,0.00415658011738,0.415658011738
46,59,60,0.00411296378082,0.411296378082
47,97,98,0.00407752589845,0.407752589845
48,88,89,0.00397133983032,0.397133983032
49,41,42,0.00390679466411,0.390679466411
50,57,58,0.00370307548886,0.370307548886
51,44,45,0.00366308651616,0.366308651616
52,114,115,0.00365675778182,0.365675778182
53,33,34,0.00361463235174,0.361463235174
54,91,92,0.00361351065822,0.361351065822
55,36,37,0.00352767928473,0.352767928473
56,42,43,0.00351326664962,0.351326664962
57,55,56,0.00350979149505,0.350979149505
58,100,101,0.00333860521918,0.333860521918
59,64,65,0.00316465379497,0.316465379497
60,127,128,0.00315511107394,0.315511107394
61,22,23,0.0030654470733,0.30654470733
62,117,118,0.00302228191784,0.302228191784
63,74,75,0.00288244620557,0.288244620557
64,111,112,0.00286000016248,0.286000016248
65,126,127,0.00285618875162,0.285618875162
66,70,71,0.00280397954698,0.280397954698
67,92,93,0.00279125422501,0.279125422501
68,32,33,0.00275514449609,0.275514449609
69,52,53,0.00270100589683,0.270100589683
70,38,39,0.00268754438795,0.268754438795
71,69,70,0.00252462508185,0.252462508185
72,125,126,0.00243061065638,0.243061065638
73,118,119,0.00242872888541,0.242872888541
74,11,12,0.00242507940744,0.242507940744
75,34,35,0.00242089524082,0.242089524082
76,84,85,0.0023815102585,0.23815102585
77,123,124,0.00233747273587,0.233747273587
78,119,120,0.00225834222283,0.225834222283
79,66,67,0.00223558953666,0.223558953666
80,40,41,0.0022141697324,0.22141697324
81,54,55,0.0021814449909,0.21814449909
82,107,108,0.00214090818813,0.214090818813
83,72,73,0.00208765052068,0.208765052068
84,76,77,0.00198564305044,0.198564305044
85,78,79,0.00197261025218,0.197261025218
86,116,117,0.00195516451005,0.195516451005
87,68,69,0.00186514204409,0.186514204409
88,94,95,0.00183208027536,0.183208027536
89,65,66,0.0017564178289,0.17564178289
90,89,90,0.0017443949704,0.17443949704
91,122,123,0.00171783665074,0.171783665074
92,110,111,0.00166902698704,0.166902698704
93,115,116,0.00149630243806,0.149630243806
94,63,64,0.00149224742034,0.149224742034
95,50,51,0.00148566425408,0.148566425408
96,43,44,0.00148096494859,0.148096494859
97,71,72,0.00146596083728,0.146596083728
98,104,105,0.00116054517994,0.116054517994
99,75,76,0.00115558173183,0.115558173183
100,90,91,0.00112054511949,0.112054511949
101,87,88,0.00101373112514,0.101373112514
102,103,104,0.000997011109634,0.0997011109634
103,112,113,0.000940522492396,0.0940522492396
104,120,121,0.00091545666037,0.091545666037
105,98,99,0.000888021039066,0.0888021039066
106,45,46,0.000887433121807,0.0887433121807
107,86,87,0.00082600416497,0.082600416497
