community 0
order,index,name,u_value,percetage(%)
1,28,29,0.0276155370061,2.76155370061
2,12,13,0.0270927742128,2.70927742128
3,4,5,0.0270614949096,2.70614949096
4,16,17,0.026827943461,2.6827943461
5,24,25,0.0267239376671,2.67239376671
6,20,21,0.0265901488208,2.65901488208
7,11,12,0.0264299490835,2.64299490835
8,23,24,0.0263462891905,2.63462891905
9,27,28,0.0262710227234,2.62710227234
10,15,16,0.0261420260974,2.61420260974
11,2,3,0.0261174865823,2.61174865823
12,18,19,0.0260465941503,2.60465941503
13,3,4,0.02586790798,2.586790798
14,31,32,0.0257474908155,2.57474908155
15,9,10,0.0257369322976,2.57369322976
16,14,15,0.0256530649373,2.56530649373
17,19,20,0.0254540930891,2.54540930891
18,13,14,0.0254103626764,2.54103626764
19,6,7,0.025248342575,2.5248342575
20,17,18,0.0249963044368,2.49963044368
21,21,22,0.0248523622725,2.48523622725
22,29,30,0.0248069536967,2.48069536967
23,8,9,0.0247720835586,2.47720835586
24,26,27,0.0247262949498,2.47262949498
25,7,8,0.0246674315742,2.46674315742
26,0,1,0.0246321346207,2.46321346207
27,30,31,0.0245741551515,2.45741551515
28,5,6,0.0231946040784,2.31946040784
29,10,11,0.0227580867123,2.27580867123
30,25,26,0.0153042938463,1.53042938463
31,67,68,0.0150670321587,1.50670321587
32,1,2,0.0141482323517,1.41482323517
33,99,100,0.0116124471369,1.16124471369
34,22,23,0.0115713754344,1.15713754344
35,46,47,0.0110087303114,1.10087303114
36,78,79,0.00672237131017,0.672237131017
37,100,101,0.00589426379788,0.589426379788
38,81,82,0.00589360038841,0.589360038841
39,89,90,0.00510648617183,0.510648617183
40,48,49,0.00483618206413,0.483618206413
41,57,58,0.00445176841685,0.445176841685
42,92,93,0.0043597062522,0.43597062522
43,124,125,0.00431425241574,0.431425241574
44,107,108,0.00421227627282,0.421227627282
45,125,126,0.00417205480393,0.417205480393
46,111,112,0.00402478915414,0.402478915414
47,114,115,0.00392295957808,0.392295957808
48,96,97,0.00391543417209,0.391543417209
49,108,109,0.00390686878386,0.390686878386
50,77,78,0.00385172452915,0.385172452915
51,90,91,0.00374339454644,0.374339454644
52,76,77,0.00354319912192,0.354319912192
53,110,111,0.00352778743986,0.352778743986
54,75,76,0.00347507883361,0.347507883361
55,68,69,0.00326209967463,0.326209967463
56,126,127,0.0032579257184,0.32579257184
57,58,59,0.00322641543274,0.322641543274
58,73,74,0.00310376925772,0.310376925772
59,47,48,0.00309357664185,0.309357664185
60,106,107,0.00301853586935,0.301853586935
61,49,50,0.00300562243741,0.300562243741
62,88,89,0.00295763429419,0.295763429419
63,74,75,0.00286834216976,0.286834216976
64,63,64,0.00285610258831,0.285610258831
65,80,81,0.00265471894703,0.265471894703
66,34,35,0.00264809591317,0.264809591317
67,42,43,0.00255696143235,0.255696143235
68,66,67,0.00251363609159,0.251363609159
69,83,84,0.00243381523811,0.243381523811
70,45,46,0.00238862906478,0.238862906478
71,71,72,0.00238672936592,0.238672936592
72,109,110,0.00233827538147,0.233827538147
73,112,113,0.002254966048,0.2254966048
74,117,118,0.0022527998392,0.22527998392
75,44,45,0.00220563672046,0.220563672046
76,59,60,0.00219090392034,0.219090392034
77,70,71,0.00211352505274,0.211352505274
78,36,37,0.00205617675756,0.205617675756
79,41,42,0.0018785153677,0.18785153677
80,86,87,0.0017583648245,0.17583648245
81,116,117,0.00174382238151,0.174382238151
82,53,54,0.00172851937311,0.172851937311
83,120,121,0.00172201014894,0.172201014894
84,97,98,0.00168363460088,0.168363460088
85,85,86,0.0016768173694,0.16768173694
86,122,123,0.00145307619611,0.145307619611
87,118,119,0.0013522335831,0.13522335831
88,123,124,0.00123354714038,0.123354714038
89,33,34,0.00120040255234,0.120040255234
90,43,44,0.00118928698552,0.118928698552
91,60,61,0.00116814551998,0.116814551998
92,64,65,0.00114809987163,0.114809987163
93,35,36,0.00107927027608,0.107927027608
94,91,92,0.00102816334614,0.102816334614
95,82,83,0.000941455120325,0.0941455120325
96,105,106,0.000917740570884,0.0917740570884
97,127,128,0.000891594354664,0.0891594354664
98,65,66,0.000876253574866,0.0876253574866
99,61,62,0.000802184581829,0.0802184581829
100,93,94,0.000718557919251,0.0718557919251
101,98,99,0.000691535440569,0.0691535440569
102,54,55,0.000679821675164,0.0679821675164
103,37,38,0.000580481221042,0.0580481221042
104,62,63,0.000447731640054,0.0447731640054
105,115,116,0.000290051328746,0.0290051328746
106,39,40,0.000231262660864,0.0231262660864
107,87,88,9.48891598857e-05,0.00948891598857
108,56,57,7.38078873356e-05,0.00738078873356
109,69,70,2.98863790205e-05,0.00298863790205
110,104,105,2.75706485195e-05,0.00275706485195
111,72,73,2.55823094768e-05,0.00255823094768
112,95,96,1.62294109587e-05,0.00162294109587
113,84,85,8.89738413425e-06,0.000889738413425
114,119,120,6.56483411181e-06,0.000656483411181
115,55,56,3.30077400772e-06,0.000330077400772
116,102,103,3.11216685846e-06,0.000311216685846
117,103,104,1.72526117698e-06,0.000172526117698
118,94,95,6.85643703051e-07,6.85643703051e-05
119,38,39,9.72234773145e-08,9.72234773145e-06
120,113,114,5.01818699961e-08,5.01818699961e-06
121,101,102,5.0239043237e-09,5.0239043237e-07
122,79,80,3.51400615944e-09,3.51400615944e-07
123,121,122,9.39397828015e-11,9.39397828015e-09
124,52,53,8.22206284686e-13,8.22206284686e-11
125,32,33,3.38044058589e-13,3.38044058589e-11
126,50,51,1.19595135274e-16,1.19595135274e-14
127,51,52,3.15119437941e-17,3.15119437941e-15
